Time(sec) Thrust(N) Mass(kg) Altitude(m) Velocity(m/s) Acceleration(m/s^2) AtmosphericDensity(kg/m^3) Pressure(Pa) Temperature(K) CD(-) Fdrag(N) g(m/s^2) DynamicPressure(Pa) MachNumber(-) OrbitalAccelerationBalance(m/s^2) dMass(kg) Altitude(km)
150.5 7.605e+06 154730 241156 3401.97 40.0523 4.63089e-06 0.429481 323.494 0.0799321 -69.342 9.09733 26.7976 9.4361 -7.3227 249.3 241.156 
150.6 7.605e+06 154481 241496 3405.98 40.1325 4.62501e-06 0.429304 323.773 0.0798718 -69.3646 9.0964 26.8266 9.44314 -7.31774 249.3 241.496 
150.7 7.605e+06 154232 241837 3409.99 40.213 4.61912e-06 0.429127 324.052 0.0798115 -69.3872 9.09546 26.8556 9.4502 -7.31276 249.3 241.837 
150.8 7.605e+06 153982 242178 3414.01 40.2938 4.61324e-06 0.42895 324.331 0.0797511 -69.4099 9.09452 26.8848 9.45727 -7.30777 249.3 242.178 
150.9 7.605e+06 153733 242520 3418.04 40.3748 4.60736e-06 0.428772 324.61 0.0796908 -69.4326 9.09359 26.9139 9.46436 -7.30276 249.3 242.52 
151 7.605e+06 153484 242862 3422.08 40.4561 4.60149e-06 0.428595 324.89 0.0796303 -69.4553 9.09265 26.9432 9.47146 -7.29774 249.3 242.862 
151.1 7.605e+06 153234 243204 3426.12 40.5377 4.59562e-06 0.428417 325.17 0.0795699 -69.4781 9.09171 26.9724 9.47857 -7.29271 249.3 243.204 
151.2 7.605e+06 152985 243547 3430.18 40.6195 4.58975e-06 0.428239 325.45 0.0795095 -69.5008 9.09076 27.0018 9.4857 -7.28766 249.3 243.547 
151.3 7.605e+06 152736 243890 3434.24 40.7016 4.58389e-06 0.428061 325.731 0.079449 -69.5236 9.08982 27.0312 9.49284 -7.2826 249.3 243.89 
151.4 7.605e+06 152487 244234 3438.31 40.7839 4.57803e-06 0.427883 326.012 0.0793885 -69.5465 9.08888 27.0607 9.49999 -7.27753 249.3 244.234 
151.5 7.605e+06 152237 244578 3442.39 40.8665 4.57218e-06 0.427704 326.293 0.0793279 -69.5693 9.08793 27.0903 9.50716 -7.27244 249.3 244.578 
151.6 7.605e+06 151988 244922 3446.48 40.9494 4.56633e-06 0.427525 326.575 0.0792674 -69.5922 9.08699 27.1199 9.51435 -7.26733 249.3 244.922 
151.7 7.605e+06 151739 245267 3450.57 41.0326 4.56048e-06 0.427346 326.856 0.0792068 -69.6151 9.08604 27.1495 9.52154 -7.26222 249.3 245.267 
151.8 7.605e+06 151489 245613 3454.67 41.116 4.55464e-06 0.427167 327.139 0.0791462 -69.638 9.0851 27.1793 9.52875 -7.25709 249.3 245.613 
151.9 7.605e+06 151240 245958 3458.78 41.1997 4.5488e-06 0.426988 327.421 0.0790856 -69.661 9.08415 27.2091 9.53598 -7.25194 249.3 245.958 
152 7.605e+06 150991 246304 3462.9 41.2837 4.54297e-06 0.426808 327.704 0.0790249 -69.684 9.0832 27.239 9.54322 -7.24678 249.3 246.304 
152.1 7.605e+06 150741 246651 3467.03 41.3679 4.53713e-06 0.426629 327.987 0.0789642 -69.707 9.08225 27.2689 9.55047 -7.24161 249.3 246.651 
152.2 7.605e+06 150492 246998 3471.17 41.4524 4.53131e-06 0.426449 328.27 0.0789035 -69.73 9.0813 27.2989 9.55774 -7.23642 249.3 246.998 
152.3 7.605e+06 150243 247345 3475.32 41.5373 4.52548e-06 0.426269 328.554 0.0788428 -69.7531 9.08034 27.329 9.56502 -7.23122 249.3 247.345 
152.4 7.605e+06 149994 247693 3479.47 41.6223 4.51966e-06 0.426088 328.838 0.078782 -69.7762 9.07939 27.3591 9.57232 -7.226 249.3 247.693 
152.5 7.605e+06 149744 248041 3483.63 41.7077 4.51384e-06 0.425908 329.122 0.0787212 -69.7993 9.07844 27.3893 9.57963 -7.22077 249.3 248.041 
152.6 7.605e+06 149495 248389 3487.8 41.7933 4.50803e-06 0.425727 329.407 0.0786604 -69.8225 9.07748 27.4196 9.58695 -7.21552 249.3 248.389 
152.7 7.605e+06 149246 248738 3491.98 41.8793 4.50222e-06 0.425546 329.692 0.0785996 -69.8457 9.07653 27.4499 9.59429 -7.21026 249.3 248.738 
152.8 7.605e+06 148996 249088 3496.17 41.9655 4.49641e-06 0.425365 329.977 0.0785387 -69.8689 9.07557 27.4803 9.60165 -7.20498 249.3 249.088 
152.9 7.605e+06 148747 249438 3500.37 42.052 4.49061e-06 0.425184 330.263 0.0784778 -69.8921 9.07461 27.5107 9.60901 -7.19969 249.3 249.438 
153 7.605e+06 148498 249788 3504.57 42.1388 4.48481e-06 0.425002 330.548 0.0784169 -69.9153 9.07365 27.5413 9.6164 -7.19439 249.3 249.788 
153.1 7.605e+06 148248 250139 3508.78 42.2259 4.47902e-06 0.424821 330.835 0.078356 -69.9386 9.07269 27.5719 9.62379 -7.18907 249.3 250.139 
153.2 7.605e+06 147999 250490 3513.01 42.3132 4.47323e-06 0.424639 331.121 0.078295 -69.962 9.07173 27.6025 9.63121 -7.18373 249.3 250.49 
153.3 7.605e+06 147750 250841 3517.24 42.4009 4.46744e-06 0.424457 331.408 0.078234 -69.9853 9.07077 27.6333 9.63863 -7.17838 249.3 250.841 
153.4 7.605e+06 147501 251193 3521.48 42.4889 4.46166e-06 0.424275 331.695 0.078173 -70.0087 9.06981 27.6641 9.64608 -7.17301 249.3 251.193 
153.5 7.605e+06 147251 251546 3525.73 42.5771 4.45588e-06 0.424092 331.982 0.078112 -70.0321 9.06884 27.695 9.65353 -7.16763 249.3 251.546 
153.6 7.605e+06 147002 251898 3529.99 42.6657 4.4501e-06 0.423909 332.27 0.0780509 -70.0555 9.06788 27.7259 9.661 -7.16224 249.3 251.898 
153.7 7.605e+06 146753 252252 3534.25 42.7545 4.44433e-06 0.423727 332.558 0.0779898 -70.0789 9.06691 27.7569 9.66849 -7.15682 249.3 252.252 
153.8 7.605e+06 146503 252605 3538.53 42.8437 4.43856e-06 0.423543 332.847 0.0779287 -70.1024 9.06594 27.788 9.67599 -7.1514 249.3 252.605 
153.9 7.605e+06 146254 252959 3542.81 42.9331 4.43279e-06 0.42336 333.135 0.0778676 -70.1259 9.06498 27.8191 9.68351 -7.14595 249.3 252.959 
154 7.605e+06 146005 253314 3547.11 43.0229 4.42703e-06 0.423177 333.424 0.0778064 -70.1495 9.06401 27.8503 9.69104 -7.1405 249.3 253.314 
154.1 7.605e+06 145755 253669 3551.41 43.1129 4.42127e-06 0.422993 333.714 0.0777452 -70.1731 9.06304 27.8816 9.69859 -7.13502 249.3 253.669 
154.2 7.605e+06 145506 254024 3555.72 43.2033 4.41552e-06 0.422809 334.003 0.077684 -70.1967 9.06206 27.913 9.70615 -7.12953 249.3 254.024 
154.3 7.605e+06 145257 254380 3560.04 43.294 4.40977e-06 0.422625 334.293 0.0776227 -70.2203 9.06109 27.9444 9.71373 -7.12403 249.3 254.38 
154.4 7.605e+06 145008 254736 3564.37 43.385 4.40402e-06 0.422441 334.584 0.0775615 -70.2439 9.06012 27.9759 9.72132 -7.11851 249.3 254.736 
154.5 7.605e+06 144758 255093 3568.71 43.4762 4.39828e-06 0.422256 334.874 0.0775001 -70.2676 9.05915 28.0075 9.72893 -7.11297 249.3 255.093 
154.6 7.605e+06 144509 255450 3573.05 43.5679 4.39254e-06 0.422072 335.165 0.0774388 -70.2913 9.05817 28.0391 9.73655 -7.10742 249.3 255.45 
154.7 7.605e+06 144260 255807 3577.41 43.6598 4.3868e-06 0.421887 335.456 0.0773775 -70.3151 9.05719 28.0708 9.74419 -7.10185 249.3 255.807 
154.8 7.605e+06 144010 256165 3581.78 43.752 4.38107e-06 0.421702 335.748 0.0773161 -70.3389 9.05622 28.1026 9.75185 -7.09626 249.3 256.165 
154.9 7.605e+06 143761 256524 3586.15 43.8446 4.37534e-06 0.421516 336.04 0.0772547 -70.3627 9.05524 28.1345 9.75952 -7.09066 249.3 256.524 
155 7.605e+06 143512 256882 3590.54 43.9374 4.36961e-06 0.421331 336.332 0.0771932 -70.3865 9.05426 28.1664 9.7672 -7.08505 249.3 256.882 
155.1 7.605e+06 143262 257242 3594.93 44.0306 4.36389e-06 0.421145 336.625 0.0771318 -70.4103 9.05328 28.1984 9.77491 -7.07941 249.3 257.242 
155.2 7.605e+06 143013 257601 3599.33 44.1242 4.35817e-06 0.420959 336.918 0.0770703 -70.4342 9.0523 28.2305 9.78262 -7.07376 249.3 257.601 
155.3 7.605e+06 142764 257962 3603.75 44.218 4.35245e-06 0.420773 337.211 0.0770088 -70.4582 9.05131 28.2626 9.79036 -7.0681 249.3 257.962 
155.4 7.605e+06 142515 258322 3608.17 44.3122 4.34674e-06 0.420586 337.504 0.0769472 -70.4821 9.05033 28.2949 9.79811 -7.06242 249.3 258.322 
155.5 7.605e+06 142265 258683 3612.6 44.4067 4.34103e-06 0.4204 337.798 0.0768856 -70.5061 9.04935 28.3271 9.80587 -7.05672 249.3 258.683 
155.6 7.605e+06 142016 259045 3617.04 44.5015 4.33533e-06 0.420213 338.092 0.076824 -70.5301 9.04836 28.3595 9.81365 -7.051 249.3 259.045 
155.7 7.605e+06 141767 259407 3621.49 44.5966 4.32963e-06 0.420026 338.387 0.0767624 -70.5541 9.04737 28.392 9.82145 -7.04527 249.3 259.407 
155.8 7.605e+06 141517 259769 3625.95 44.6921 4.32393e-06 0.419839 338.682 0.0767008 -70.5782 9.04639 28.4245 9.82926 -7.03952 249.3 259.769 
155.9 7.605e+06 141268 260132 3630.42 44.7879 4.31824e-06 0.419652 338.977 0.0766391 -70.6023 9.0454 28.4571 9.83709 -7.03375 249.3 260.132 
156 7.605e+06 141019 260495 3634.9 44.8841 4.31255e-06 0.419464 339.273 0.0765774 -70.6264 9.04441 28.4897 9.84494 -7.02797 249.3 260.495 
156.1 7.605e+06 140769 260859 3639.39 44.9806 4.30686e-06 0.419276 339.568 0.0765156 -70.6506 9.04342 28.5225 9.8528 -7.02217 249.3 260.859 
156.2 7.605e+06 140520 261223 3643.88 45.0774 4.30118e-06 0.419088 339.865 0.0764539 -70.6748 9.04242 28.5553 9.86067 -7.01635 249.3 261.223 
156.3 7.605e+06 140271 261588 3648.39 45.1746 4.2955e-06 0.4189 340.161 0.0763921 -70.699 9.04143 28.5882 9.86857 -7.01052 249.3 261.588 
156.4 7.605e+06 140022 261953 3652.91 45.2721 4.28982e-06 0.418711 340.458 0.0763303 -70.7233 9.04044 28.6211 9.87648 -7.00467 249.3 261.953 
156.5 7.605e+06 139772 262318 3657.44 45.37 4.28415e-06 0.418523 340.755 0.0762684 -70.7475 9.03944 28.6542 9.88441 -6.9988 249.3 262.318 
156.6 7.605e+06 139523 262684 3661.97 45.4682 4.27848e-06 0.418334 341.053 0.0762065 -70.7719 9.03845 28.6873 9.89235 -6.99291 249.3 262.684 
156.7 7.605e+06 139274 263051 3666.52 45.5668 4.27281e-06 0.418145 341.351 0.0761446 -70.7962 9.03745 28.7205 9.90031 -6.98701 249.3 263.051 
156.8 7.605e+06 139024 263417 3671.08 45.6657 4.26715e-06 0.417955 341.649 0.0760827 -70.8206 9.03645 28.7538 9.90829 -6.98109 249.3 263.417 
156.9 7.605e+06 138775 263785 3675.64 45.765 4.26149e-06 0.417766 341.947 0.0760207 -70.845 9.03545 28.7871 9.91628 -6.97515 249.3 263.785 
157 7.605e+06 138526 264153 3680.22 45.8646 4.25584e-06 0.417576 342.246 0.0759587 -70.8694 9.03445 28.8206 9.92429 -6.9692 249.3 264.153 
157.1 7.605e+06 138276 264521 3684.81 45.9646 4.25018e-06 0.417386 342.545 0.0758967 -70.8939 9.03345 28.8541 9.93232 -6.96322 249.3 264.521 
157.2 7.605e+06 138027 264890 3689.4 46.0649 4.24454e-06 0.417196 342.845 0.0758347 -70.9184 9.03244 28.8877 9.94036 -6.95723 249.3 264.89 
157.3 7.605e+06 137778 265259 3694.01 46.1656 4.23889e-06 0.417006 343.145 0.0757726 -70.9429 9.03144 28.9213 9.94842 -6.95122 249.3 265.259 
157.4 7.605e+06 137529 265628 3698.63 46.2667 4.23325e-06 0.416815 343.445 0.0757105 -70.9675 9.03044 28.9551 9.9565 -6.94519 249.3 265.628 
157.5 7.605e+06 137279 265998 3703.25 46.3681 4.22761e-06 0.416624 343.746 0.0756484 -70.9921 9.02943 28.9889 9.9646 -6.93915 249.3 265.998 
157.6 7.605e+06 137030 266369 3707.89 46.4699 4.22198e-06 0.416433 344.047 0.0755862 -71.0167 9.02842 29.0228 9.97271 -6.93308 249.3 266.369 
157.7 7.605e+06 136781 266740 3712.54 46.572 4.21635e-06 0.416242 344.348 0.075524 -71.0414 9.02741 29.0568 9.98084 -6.927 249.3 266.74 
157.8 7.605e+06 136531 267112 3717.19 46.6746 4.21072e-06 0.41605 344.65 0.0754618 -71.0661 9.02641 29.0909 9.98899 -6.9209 249.3 267.112 
157.9 7.605e+06 136282 267483 3721.86 46.7775 4.20509e-06 0.415859 344.951 0.0753995 -71.0908 9.0254 29.125 9.99715 -6.91478 249.3 267.483 
158 7.605e+06 136033 267856 3726.54 46.8808 4.19947e-06 0.415667 345.254 0.0753373 -71.1155 9.02438 29.1592 10.0053 -6.90864 249.3 267.856 
158.1 7.605e+06 135783 268229 3731.23 46.9844 4.19386e-06 0.415475 345.556 0.075275 -71.1403 9.02337 29.1935 10.0135 -6.90249 249.3 268.229 
158.2 7.605e+06 135534 268602 3735.93 47.0884 4.18824e-06 0.415282 345.859 0.0752126 -71.1652 9.02236 29.2279 10.0217 -6.89631 249.3 268.602 
158.3 7.605e+06 135285 268976 3740.63 47.1929 4.18263e-06 0.41509 346.163 0.0751503 -71.19 9.02134 29.2624 10.03 -6.89012 249.3 268.976 
158.4 7.605e+06 135036 269350 3745.35 47.2977 4.17702e-06 0.414897 346.466 0.0750879 -71.2149 9.02033 29.297 10.0382 -6.88391 249.3 269.35 
158.5 7.605e+06 134786 269725 3750.08 47.4028 4.17142e-06 0.414704 346.771 0.0750254 -71.2398 9.01931 29.3316 10.0465 -6.87768 249.3 269.725 
158.6 7.605e+06 134537 270100 3754.82 47.5084 4.16582e-06 0.414511 347.075 0.074963 -71.2648 9.01829 29.3663 10.0548 -6.87143 249.3 270.1 
158.7 7.605e+06 134288 270476 3759.57 47.6144 4.16022e-06 0.414317 347.38 0.0749005 -71.2898 9.01727 29.4011 10.0631 -6.86516 249.3 270.476 
158.8 7.605e+06 134038 270852 3764.34 47.7207 4.15463e-06 0.414123 347.685 0.074838 -71.3148 9.01625 29.436 10.0714 -6.85887 249.3 270.852 
158.9 7.605e+06 133789 271229 3769.11 47.8275 4.14904e-06 0.41393 347.99 0.0747754 -71.3398 9.01523 29.471 10.0798 -6.85256 249.3 271.229 
159 7.605e+06 133540 271606 3773.89 47.9346 4.14345e-06 0.413735 348.296 0.0747129 -71.3649 9.01421 29.506 10.0881 -6.84624 249.3 271.606 
159.1 7.605e+06 133290 271984 3778.68 48.0421 4.13787e-06 0.413541 348.602 0.0746503 -71.39 9.01318 29.5412 10.0965 -6.83989 249.3 271.984 
159.2 7.605e+06 133041 272362 3783.49 48.1501 4.13229e-06 0.413346 348.909 0.0745876 -71.4152 9.01216 29.5764 10.1049 -6.83353 249.3 272.362 
159.3 7.605e+06 132792 272740 3788.3 48.2584 4.12671e-06 0.413152 349.216 0.074525 -71.4404 9.01113 29.6117 10.1133 -6.82714 249.3 272.74 
159.4 7.605e+06 132543 273119 3793.13 48.3672 4.12114e-06 0.412957 349.523 0.0744623 -71.4656 9.01011 29.6471 10.1217 -6.82074 249.3 273.119 
159.5 7.605e+06 132293 273499 3797.97 48.4763 4.11557e-06 0.412761 349.83 0.0743995 -71.4909 9.00908 29.6826 10.1302 -6.81431 249.3 273.499 
159.6 7.605e+06 132044 273879 3802.81 48.5859 4.11e-06 0.412566 350.138 0.0743368 -71.5161 9.00805 29.7182 10.1387 -6.80787 249.3 273.879 
159.7 7.605e+06 131795 274260 3807.67 48.6959 4.10444e-06 0.41237 350.447 0.074274 -71.5415 9.00702 29.7538 10.1471 -6.8014 249.3 274.26 
159.8 7.605e+06 131545 274641 3812.54 48.8062 4.09887e-06 0.412174 350.755 0.0742112 -71.5668 9.00599 29.7895 10.1556 -6.79492 249.3 274.641 
159.9 7.605e+06 131296 275022 3817.42 48.917 4.09332e-06 0.411978 351.064 0.0741483 -71.5922 9.00495 29.8254 10.1642 -6.78841 249.3 275.022 
160 7.605e+06 131047 275404 3822.31 49.0283 4.08776e-06 0.411782 351.374 0.0740855 -71.6177 9.00392 29.8613 10.1727 -6.78189 249.3 275.404 
160.1 7.605e+06 130797 275787 3827.22 49.1399 4.08221e-06 0.411585 351.683 0.0740225 -71.6431 9.00288 29.8973 10.1813 -6.77534 249.3 275.787 
160.2 7.605e+06 130548 276169 3832.13 49.252 4.07667e-06 0.411388 351.993 0.0739596 -71.6686 9.00185 29.9334 10.1899 -6.76878 249.3 276.169 
160.3 7.605e+06 130299 276553 3837.06 49.3645 4.07112e-06 0.411191 352.304 0.0738966 -71.6942 9.00081 29.9696 10.1985 -6.76219 249.3 276.553 
160.4 7.605e+06 130050 276937 3841.99 49.4774 4.06558e-06 0.410994 352.615 0.0738336 -71.7197 8.99977 30.0058 10.2071 -6.75558 249.3 276.937 
160.5 7.605e+06 129800 277321 3846.94 49.5908 4.06005e-06 0.410796 352.926 0.0737706 -71.7453 8.99873 30.0422 10.2157 -6.74896 249.3 277.321 
160.6 7.605e+06 129551 277706 3851.9 49.7045 4.05451e-06 0.410598 353.237 0.0737075 -71.771 8.99769 30.0787 10.2244 -6.74231 249.3 277.706 
160.7 7.605e+06 129302 278092 3856.87 49.8188 4.04898e-06 0.4104 353.549 0.0736444 -71.7966 8.99665 30.1152 10.233 -6.73564 249.3 278.092 
160.8 7.605e+06 129052 278478 3861.85 49.9334 4.04345e-06 0.410202 353.862 0.0735813 -71.8224 8.99561 30.1518 10.2417 -6.72895 249.3 278.478 
160.9 7.605e+06 128803 278864 3866.85 50.0485 4.03793e-06 0.410004 354.174 0.0735181 -71.8481 8.99456 30.1886 10.2505 -6.72224 249.3 278.864 
161 7.605e+06 128554 279251 3871.85 50.1641 4.03241e-06 0.409805 354.487 0.0734549 -71.8739 8.99352 30.2254 10.2592 -6.7155 249.3 279.251 
161.1 7.605e+06 128304 279638 3876.87 50.2801 4.02689e-06 0.409606 354.801 0.0733917 -71.8997 8.99247 30.2623 10.2679 -6.70875 249.3 279.638 
161.2 7.605e+06 128055 280026 3881.89 50.3965 4.02138e-06 0.409407 355.114 0.0733285 -71.9256 8.99142 30.2993 10.2767 -6.70197 249.3 280.026 
161.3 7.605e+06 127806 280415 3886.93 50.5134 4.01587e-06 0.409207 355.428 0.0732652 -71.9515 8.99037 30.3364 10.2855 -6.69518 249.3 280.415 
161.4 7.605e+06 127557 280804 3891.99 50.6307 4.01036e-06 0.409008 355.743 0.0732018 -71.9774 8.98932 30.3736 10.2943 -6.68836 249.3 280.804 
161.5 7.605e+06 127307 281193 3897.05 50.7485 4.00485e-06 0.408808 356.058 0.0731385 -72.0034 8.98827 30.4108 10.3032 -6.68152 249.3 281.193 
161.6 7.605e+06 127058 281583 3902.12 50.8668 3.99935e-06 0.408608 356.373 0.0730751 -72.0294 8.98722 30.4482 10.312 -6.67466 249.3 281.583 
161.7 7.605e+06 126809 281974 3907.21 50.9855 3.99385e-06 0.408407 356.689 0.0730117 -72.0554 8.98617 30.4857 10.3209 -6.66777 249.3 281.974 
161.8 7.605e+06 126559 282365 3912.31 51.1047 3.98836e-06 0.408207 357.005 0.0729482 -72.0815 8.98511 30.5232 10.3298 -6.66087 249.3 282.365 
161.9 7.605e+06 126310 282756 3917.42 51.2244 3.98287e-06 0.408006 357.321 0.0728847 -72.1076 8.98405 30.5609 10.3387 -6.65394 249.3 282.756 
162 7.605e+06 126061 283148 3922.54 51.3445 3.97738e-06 0.407805 357.638 0.0728212 -72.1337 8.983 30.5986 10.3476 -6.64699 249.3 283.148 
162.1 7.605e+06 125811 283541 3927.68 51.4651 3.97189e-06 0.407603 357.955 0.0727577 -72.1599 8.98194 30.6365 10.3566 -6.64001 249.3 283.541 
162.2 7.605e+06 125562 283934 3932.82 51.5862 3.96641e-06 0.407402 358.272 0.0726941 -72.1862 8.98088 30.6744 10.3656 -6.63302 249.3 283.934 
162.3 7.605e+06 125313 284327 3937.98 51.7077 3.96093e-06 0.4072 358.59 0.0726305 -72.2124 8.97982 30.7125 10.3746 -6.626 249.3 284.327 
162.4 7.605e+06 125064 284721 3943.15 51.8298 3.95546e-06 0.406998 358.908 0.0725668 -72.2387 8.97876 30.7506 10.3836 -6.61896 249.3 284.721 
162.5 7.605e+06 124814 285116 3948.33 51.9523 3.94998e-06 0.406796 359.227 0.0725031 -72.2651 8.97769 30.7888 10.3926 -6.6119 249.3 285.116 
162.6 7.605e+06 124565 285511 3953.53 52.0753 3.94451e-06 0.406593 359.546 0.0724394 -72.2915 8.97663 30.8272 10.4017 -6.60481 249.3 285.511 
162.7 7.605e+06 124316 285907 3958.74 52.1988 3.93905e-06 0.40639 359.866 0.0723756 -72.3179 8.97556 30.8656 10.4107 -6.5977 249.3 285.907 
162.8 7.605e+06 124066 286303 3963.96 52.3228 3.93358e-06 0.406187 360.185 0.0723119 -72.3443 8.97449 30.9041 10.4198 -6.59057 249.3 286.303 
162.9 7.605e+06 123817 286699 3969.19 52.4473 3.92812e-06 0.405984 360.505 0.072248 -72.3708 8.97343 30.9428 10.429 -6.58341 249.3 286.699 
163 7.605e+06 123568 287097 3974.43 52.5723 3.92267e-06 0.405781 360.826 0.0721842 -72.3974 8.97236 30.9815 10.4381 -6.57623 249.3 287.097 
163.1 7.605e+06 123318 287494 3979.69 52.6977 3.91721e-06 0.405577 361.147 0.0721203 -72.4239 8.97129 31.0203 10.4473 -6.56903 249.3 287.494 
163.2 7.605e+06 123069 287892 3984.96 52.8237 3.91176e-06 0.405373 361.468 0.0720564 -72.4506 8.97021 31.0592 10.4564 -6.5618 249.3 287.892 
163.3 7.605e+06 122820 288291 3990.24 52.9502 3.90632e-06 0.405169 361.79 0.0719924 -72.4772 8.96914 31.0983 10.4657 -6.55455 249.3 288.291 
163.4 7.605e+06 122571 288690 3995.54 53.0773 3.90087e-06 0.404964 362.112 0.0719284 -72.5039 8.96807 31.1374 10.4749 -6.54728 249.3 288.69 
163.5 7.605e+06 122321 289090 4000.85 53.2048 3.89543e-06 0.40476 362.435 0.0718644 -72.5306 8.96699 31.1766 10.4841 -6.53998 249.3 289.09 
163.6 7.605e+06 122072 289491 4006.17 53.3328 3.88999e-06 0.404555 362.757 0.0718003 -72.5574 8.96591 31.216 10.4934 -6.53266 249.3 289.491 
163.7 7.605e+06 121823 289892 4011.5 53.4614 3.88456e-06 0.404349 363.081 0.0717362 -72.5842 8.96484 31.2554 10.5027 -6.52531 249.3 289.892 
163.8 7.605e+06 121573 290293 4016.85 53.5905 3.87913e-06 0.404144 363.404 0.0716721 -72.6111 8.96376 31.295 10.512 -6.51794 249.3 290.293 
163.9 7.605e+06 121324 290695 4022.21 53.7201 3.8737e-06 0.403938 363.728 0.0716079 -72.638 8.96268 31.3346 10.5213 -6.51055 249.3 290.695 
164 7.605e+06 121075 291097 4027.58 53.8503 3.86827e-06 0.403732 364.053 0.0715437 -72.6649 8.9616 31.3744 10.5307 -6.50313 249.3 291.097 
164.1 7.605e+06 120825 291500 4032.96 53.9809 3.86285e-06 0.403526 364.378 0.0714795 -72.6919 8.96051 31.4142 10.5401 -6.49569 249.3 291.5 
164.2 7.605e+06 120576 291904 4038.36 54.1122 3.85743e-06 0.403319 364.703 0.0714152 -72.7189 8.95943 31.4542 10.5495 -6.48822 249.3 291.904 
164.3 7.605e+06 120327 292308 4043.77 54.2439 3.85201e-06 0.403113 365.028 0.0713509 -72.746 8.95834 31.4942 10.5589 -6.48072 249.3 292.308 
164.4 7.605e+06 120078 292713 4049.2 54.3762 3.8466e-06 0.402906 365.355 0.0712865 -72.7731 8.95726 31.5344 10.5683 -6.4732 249.3 292.713 
164.5 7.605e+06 119828 293118 4054.63 54.5091 3.84119e-06 0.402699 365.681 0.0712222 -72.8002 8.95617 31.5747 10.5778 -6.46566 249.3 293.118 
164.6 7.605e+06 119579 293524 4060.08 54.6425 3.83578e-06 0.402491 366.008 0.0711577 -72.8274 8.95508 31.6151 10.5873 -6.45809 249.3 293.524 
164.7 7.605e+06 119330 293930 4065.55 54.7764 3.83038e-06 0.402283 366.335 0.0710933 -72.8546 8.95399 31.6556 10.5968 -6.4505 249.3 293.93 
164.8 7.605e+06 119080 294337 4071.03 54.9109 3.82498e-06 0.402075 366.663 0.0710288 -72.8819 8.9529 31.6962 10.6063 -6.44288 249.3 294.337 
164.9 7.605e+06 118831 294744 4076.52 55.046 3.81958e-06 0.401867 366.991 0.0709643 -72.9092 8.9518 31.7369 10.6159 -6.43523 249.3 294.744 
165 7.605e+06 118582 295152 4082.02 55.1817 3.81418e-06 0.401659 367.319 0.0708997 -72.9366 8.95071 31.7777 10.6255 -6.42756 249.3 295.152 
165.1 7.605e+06 118332 295561 4087.54 55.3179 3.80879e-06 0.40145 367.648 0.0708351 -72.964 8.94961 31.8186 10.6351 -6.41986 249.3 295.561 
165.2 7.605e+06 118083 295970 4093.07 55.4547 3.8034e-06 0.401241 367.977 0.0707705 -72.9914 8.94852 31.8597 10.6447 -6.41214 249.3 295.97 
165.3 7.605e+06 117834 296379 4098.62 55.592 3.79802e-06 0.401032 368.307 0.0707058 -73.0189 8.94742 31.9008 10.6544 -6.40439 249.3 296.379 
165.4 7.605e+06 117585 296789 4104.18 55.7299 3.79263e-06 0.400822 368.637 0.0706411 -73.0464 8.94632 31.9421 10.664 -6.39661 249.3 296.789 
165.5 7.605e+06 117335 297200 4109.75 55.8685 3.78725e-06 0.400612 368.967 0.0705763 -73.074 8.94522 31.9834 10.6737 -6.38881 249.3 297.2 
165.6 7.605e+06 117086 297611 4115.34 56.0076 3.78188e-06 0.400402 369.298 0.0705116 -73.1016 8.94412 32.0249 10.6835 -6.38098 249.3 297.611 
165.7 7.605e+06 116837 298023 4120.94 56.1473 3.7765e-06 0.400192 369.629 0.0704467 -73.1293 8.94301 32.0665 10.6932 -6.37312 249.3 298.023 
165.8 7.605e+06 116587 298435 4126.55 56.2875 3.77113e-06 0.399981 369.961 0.0703819 -73.157 8.94191 32.1082 10.703 -6.36524 249.3 298.435 
165.9 7.605e+06 116338 298848 4132.18 56.4284 3.76576e-06 0.39977 370.293 0.070317 -73.1847 8.9408 32.1501 10.7128 -6.35733 249.3 298.848 
166 7.605e+06 116089 299262 4137.82 56.5699 3.7604e-06 0.399559 370.626 0.070252 -73.2125 8.93969 32.192 10.7226 -6.34939 249.3 299.262 
